-2.000000 0.000000 0.000000
-1.900000 0.000000 0.000000
-1.800000 0.000000 0.000000
-1.700000 0.000000 0.000000
-1.600000 0.000000 0.000000
-1.500000 0.000000 0.000000
-1.400000 0.000000 0.000000
-1.300000 0.000000 0.000000
-1.200000 0.000000 0.000000
-1.100000 0.000000 0.000000
-1.000000 0.000000 0.000000
-0.900000 0.000000 0.000000
-0.800000 0.000000 0.000000
-0.700000 0.000000 0.000000
-0.600000 0.000000 0.000000
-0.500000 0.000000 0.000000
-0.400000 0.000000 0.000000
-0.300000 0.000000 0.000000
-0.200000 0.222670 0.385219
-0.100000 0.437442 0.756775
0.000000 1.126788 1.949343
0.100000 1.203236 2.081598
0.200000 1.279654 2.213802
0.300000 1.356240 2.346296
0.400000 1.435645 2.483666
0.500000 1.521757 2.632640
0.600000 1.611924 2.788629
0.700000 1.702069 2.944579
0.800000 1.792680 3.101336
0.900000 1.885491 3.261899
1.000000 1.955008 3.382164
1.100000 1.999058 3.458371
1.200000 2.043127 3.534609
1.300000 2.086364 3.609410
1.400000 2.123121 3.673000
1.500000 2.156167 3.730169
1.600000 2.187516 3.784403
1.700000 2.218883 3.838667
1.800000 2.250029 3.892549
1.900000 2.278781 3.942291
2.000000 2.305997 3.989376
2.100000 2.333075 4.036219
2.200000 2.360157 4.083071
2.300000 2.387223 4.129896
2.400000 2.414358 4.176839
2.500000 2.440575 4.222194
2.600000 2.466191 4.266511
2.700000 2.491825 4.310858
2.800000 2.517313 4.354951
2.900000 2.541778 4.397275
3.000000 2.564377 4.436372
3.100000 2.585946 4.473686
3.200000 2.607466 4.510917
3.300000 2.628961 4.548102
3.400000 2.649766 4.584095
3.500000 2.669175 4.617672
3.600000 2.687453 4.649294
3.700000 2.705725 4.680905
3.800000 2.723913 4.712370
3.900000 2.741485 4.742768
4.000000 2.758973 4.773023
4.100000 2.775925 4.802350
4.200000 2.792813 4.831567
4.300000 2.809691 4.860766
4.400000 2.826072 4.889105
4.500000 2.842713 4.917893
4.600000 2.859242 4.946489
4.700000 2.875772 4.975086
4.800000 2.892265 5.003618
4.900000 2.908323 5.031398
5.000000 2.924003 5.058526
5.100000 2.939643 5.085582
5.200000 2.955318 5.112700
5.300000 2.970920 5.139691
5.400000 2.986092 5.165939
5.500000 3.000828 5.191433
5.600000 3.015401 5.216645
5.700000 3.029998 5.241896
5.800000 3.044569 5.267104
5.900000 3.058675 5.291508
6.000000 3.072154 5.314826
6.100000 3.085393 5.337730
6.200000 3.098586 5.360554
6.300000 3.111789 5.383395
6.400000 3.124635 5.405618
6.500000 3.136848 5.426747
6.600000 3.148588 5.447056
6.700000 3.160310 5.467336
6.800000 3.171978 5.487522
6.900000 3.183299 5.507107
7.000000 3.194010 5.525637
7.100000 3.204061 5.543026
7.200000 3.214160 5.560497
7.300000 3.224204 5.577873
7.400000 3.233945 5.594725
7.500000 3.242564 5.609636
7.600000 3.250426 5.623237
7.700000 3.258251 5.636775
7.800000 3.266094 5.650342
7.900000 3.273625 5.663372
8.000000 3.280395 5.675084
8.100000 3.286453 5.685563
8.200000 3.292529 5.696075
8.300000 3.298550 5.706492
8.400000 3.304390 5.716595
8.500000 3.310223 5.726686
8.600000 3.315793 5.736321
8.700000 3.321345 5.745927
8.800000 3.326844 5.755440
8.900000 3.332226 5.764752
9.000000 3.337498 5.773871
9.100000 3.342758 5.782970
9.200000 3.348006 5.792050
9.300000 3.353264 5.801147
9.400000 3.358351 5.809947
9.500000 3.363194 5.818326
9.600000 3.367938 5.826533
9.700000 3.372664 5.834709
9.800000 3.377408 5.842915
9.900000 3.381977 5.850821
10.000000 3.386162 5.858060
10.100000 3.390214 5.865070
10.200000 3.394201 5.871968
10.300000 3.398234 5.878946
10.400000 3.402105 5.885642
10.500000 3.405640 5.891757
10.600000 3.408929 5.897447
10.700000 3.412219 5.903138
10.800000 3.415454 5.908735
10.900000 3.418579 5.914142
11.000000 3.421414 5.919046
11.100000 3.423957 5.923446
11.200000 3.426535 5.927906
11.300000 3.429107 5.932355
11.400000 3.431503 5.936501
11.500000 3.433627 5.940175
11.600000 3.435540 5.943485
11.700000 3.437437 5.946766
11.800000 3.439315 5.950016
11.900000 3.441101 5.953105
12.000000 3.442527 5.955572
12.100000 3.443744 5.957677
12.200000 3.444989 5.959831
12.300000 3.446152 5.961843
12.400000 3.447241 5.963727
12.500000 3.448191 5.965370
12.600000 3.448930 5.966649
12.700000 3.449770 5.968102
12.800000 3.450491 5.969349
12.900000 3.451206 5.970587
13.000000 3.451926 5.971832
13.100000 3.452646 5.973077
13.200000 3.453319 5.974242
13.300000 3.454058 5.975520
13.400000 3.454742 5.976703
13.500000 3.455305 5.977677
13.600000 3.455913 5.978729
13.700000 3.456534 5.979804
13.800000 3.457125 5.980827
13.900000 3.457729 5.981871
14.000000 3.458234 5.982744
14.100000 3.458663 5.983487
14.200000 3.459139 5.984310
14.300000 3.459597 5.985102
14.400000 3.460026 5.985845
14.500000 3.460449 5.986577
14.600000 3.460762 5.987118
14.700000 3.461127 5.987749
14.800000 3.461503 5.988401
14.900000 3.461815 5.988940
15.000000 3.462191 5.989590
15.100000 3.462531 5.990178
15.200000 3.462906 5.990828
15.300000 3.463282 5.991478
15.400000 3.463641 5.992099
