-2.000000 0.000000 0.000000
-1.900000 0.000000 0.000000
-1.800000 0.000000 0.000000
-1.700000 0.000000 0.000000
-1.600000 0.000000 0.000000
-1.500000 0.000000 0.000000
-1.400000 0.000000 0.000000
-1.300000 0.000000 0.000000
-1.200000 0.000000 0.000000
-1.100000 0.000000 0.000000
-1.000000 0.000000 0.000000
-0.900000 0.000000 0.000000
-0.800000 0.000000 0.000000
-0.700000 0.000000 0.000000
-0.600000 0.000000 0.000000
-0.500000 0.000000 0.000000
-0.400000 0.000000 0.000000
-0.300000 0.000000 0.000000
-0.200000 0.000000 0.000000
-0.100000 0.000000 0.000000
0.000000 1.017951 1.761055
0.100000 1.117911 1.933986
0.200000 1.217857 2.106892
0.300000 1.317787 2.279771
0.400000 1.417692 2.452608
0.500000 1.520279 2.630082
0.600000 1.631291 2.822134
0.700000 1.742304 3.014186
0.800000 1.853341 3.206279
0.900000 1.964369 3.398358
1.000000 2.061592 3.566553
1.100000 2.088135 3.612473
1.200000 2.114678 3.658394
1.300000 2.141237 3.704340
1.400000 2.167741 3.750192
1.500000 2.193542 3.794827
1.600000 2.222969 3.845737
1.700000 2.252397 3.896646
1.800000 2.281824 3.947556
1.900000 2.311251 3.998465
2.000000 2.340462 4.048999
2.100000 2.368449 4.097417
2.200000 2.396420 4.145807
2.300000 2.424337 4.194103
2.400000 2.452339 4.242546
2.500000 2.479811 4.290073
2.600000 2.505323 4.334210
2.700000 2.530821 4.378320
2.800000 2.556278 4.422361
2.900000 2.581791 4.466498
3.000000 2.606436 4.509134
3.100000 2.628256 4.546883
3.200000 2.650031 4.584553
3.300000 2.671851 4.622302
3.400000 2.693671 4.660051
3.500000 2.714813 4.696626
3.600000 2.732995 4.728081
3.700000 2.751192 4.759562
3.800000 2.769414 4.791087
3.900000 2.787596 4.822541
4.000000 2.805765 4.853974
4.100000 2.822065 4.882172
4.200000 2.838304 4.910267
4.300000 2.854549 4.938370
4.400000 2.870803 4.966490
4.500000 2.887238 4.994922
4.600000 2.901728 5.019989
4.700000 2.916193 5.045014
4.800000 2.930682 5.070080
4.900000 2.945202 5.095199
5.000000 2.959602 5.120112
5.100000 2.973868 5.144792
5.200000 2.988119 5.169447
5.300000 3.002386 5.194127
5.400000 3.016606 5.218729
5.500000 3.030734 5.243170
5.600000 3.045191 5.268181
5.700000 3.059593 5.293096
5.800000 3.074065 5.318132
5.900000 3.088491 5.343090
6.000000 3.102658 5.367598
6.100000 3.116017 5.390710
6.200000 3.129370 5.413811
6.300000 3.142769 5.436991
6.400000 3.156098 5.460050
6.500000 3.169116 5.482571
6.600000 3.181099 5.503301
6.700000 3.193051 5.523978
6.800000 3.205019 5.544683
6.900000 3.216987 5.565388
7.000000 3.228628 5.585527
7.100000 3.238958 5.603398
7.200000 3.249359 5.621390
7.300000 3.259719 5.639314
7.400000 3.270089 5.657253
7.500000 3.279917 5.674257
7.600000 3.288111 5.688432
7.700000 3.296250 5.702512
7.800000 3.304444 5.716687
7.900000 3.312637 5.730862
8.000000 3.320405 5.744300
8.100000 3.326666 5.755132
8.200000 3.332872 5.765869
8.300000 3.339118 5.776674
8.400000 3.345324 5.787410
8.500000 3.351574 5.798222
8.600000 3.356844 5.807340
8.700000 3.362090 5.816415
8.800000 3.367321 5.825465
8.900000 3.372597 5.834593
9.000000 3.377827 5.843641
9.100000 3.382542 5.851797
9.200000 3.387226 5.859901
9.300000 3.391925 5.868031
9.400000 3.396610 5.876135
9.500000 3.401206 5.884087
9.600000 3.405872 5.892159
9.700000 3.410563 5.900274
9.800000 3.415284 5.908442
9.900000 3.419920 5.916462
10.000000 3.424448 5.924295
10.100000 3.428574 5.931433
10.200000 3.432655 5.938493
10.300000 3.436820 5.945699
10.400000 3.440916 5.952785
10.500000 3.444889 5.959657
10.600000 3.448249 5.965471
10.700000 3.451649 5.971353
10.800000 3.455034 5.977210
10.900000 3.458419 5.983065
11.000000 3.461631 5.988622
11.100000 3.464256 5.993163
11.200000 3.466896 5.997730
11.300000 3.469551 6.002324
11.400000 3.472216 6.006934
11.500000 3.474708 6.011244
11.600000 3.476617 6.014548
11.700000 3.478552 6.017895
11.800000 3.480447 6.021173
11.900000 3.482411 6.024572
12.000000 3.484183 6.027637
12.100000 3.485358 6.029669
12.200000 3.486587 6.031795
12.300000 3.487747 6.033802
12.400000 3.488945 6.035876
12.500000 3.490061 6.037805
12.600000 3.490640 6.038807
12.700000 3.491289 6.039930
12.800000 3.491868 6.040932
12.900000 3.492503 6.042029
13.000000 3.493111 6.043083
13.100000 3.493648 6.044010
13.200000 3.494209 6.044981
13.300000 3.494745 6.045908
13.400000 3.495321 6.046905
13.500000 3.495828 6.047783
13.600000 3.496454 6.048865
13.700000 3.497070 6.049932
13.800000 3.497657 6.050946
13.900000 3.498258 6.051986
14.000000 3.498815 6.052950
14.100000 3.499186 6.053592
14.200000 3.499587 6.054286
14.300000 3.500044 6.055076
14.400000 3.500415 6.055718
14.500000 3.500817 6.056413
14.600000 3.501073 6.056857
14.700000 3.501399 6.057421
14.800000 3.501701 6.057942
14.900000 3.501997 6.058454
15.000000 3.502313 6.059002
15.100000 3.502600 6.059498
15.200000 3.502877 6.059977
15.300000 3.503154 6.060457
15.400000 3.503441 6.060953
