0 0
0.508824 0
1.01765 0
1.52647 0
2.03529 0
2.54412 0
3.05294 0
3.56176 0
4.07059 0
4.57941 0
5.08824 0
5.59706 0
6.10588 0
6.61471 0
7.12353 0
7.63235 0
8.14118 0
8.65 5.90658e-06
9.15882 8.40067e-05
9.66765 0.000335939
10.1765 0.000863788
10.6853 0.00176964
11.1941 0.00315558
11.7029 0.00512369
12.2118 0.00777606
12.7206 0.0112148
13.2294 0.0155419
13.7382 0.0208596
14.2471 0.0272698
14.7559 0.0348747
15.2647 0.0437764
15.7735 0.054077
16.2824 0.0658785
16.7912 0.079283
17.3 0.0943926
17.8088 0.111309
18.3176 0.130136
18.8265 0.150973
19.3353 0.173924
19.8441 0.199059
20.3529 0.226132
20.8618 0.254707
21.3706 0.284349
21.8794 0.31462
22.3882 0.345084
22.8971 0.375304
23.4059 0.404844
23.9147 0.433266
24.4235 0.460134
24.9324 0.485011
25.4412 0.507461
25.95 0.527047
26.4588 0.543332
26.9676 0.555879
27.4765 0.564252
27.9853 0.568014
28.4941 0.566729
29.0029 0.559959
29.5118 0.547268
30.0206 0.528219
30.5294 0.502376
31.0382 0.469301
31.5471 0.428559
32.0559 0.379712
32.5647 0.322324
33.0735 0.255958
33.5824 0.180177
34.0912 0.0945448
34.6 0
